Geo_FIPS,year,pediatric_population,NumberED_VisitsAge0to17,NumberLowAcuityED_VisitsAge0to17,NumberAsthmaRelatedED_Visits,NumberOfInjuryRelatedVisits,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,AllPrimaryCarePatientsAge0to17,WellChildVisitsInPastYearAge0to17,AsthmaDiagnosisAge0to17,ed_visit_rate_per_1000,asthma_ed_rate,injury_rate,low_acuity_ratio,primary_care_utilization
420031018002,2018,154,75.0,45.0,9.0,3.0,7.0,126,114,17.0,487.012987012987,58.44155844155844,19.48051948051948,0.6,0.8181818181818182
420031018002,2019,154,72.0,41.0,4.0,1.0,12.0,131,114,18.0,467.53246753246754,25.974025974025974,6.4935064935064934,0.5694444444444444,0.8506493506493507
420031102002,2017,114,43.0,14.0,1.0,1.0,3.0,78,68,8.0,377.1929824561403,8.771929824561404,8.771929824561404,0.32558139534883723,0.6842105263157895
420031102003,2016,120,34.0,13.0,6.0,1.0,3.0,80,66,14.0,283.3333333333333,50.0,8.333333333333334,0.38235294117647056,0.6666666666666666
420031102003,2017,120,40.0,16.0,6.0,3.0,4.0,79,79,16.0,333.3333333333333,50.0,25.0,0.4,0.6583333333333333
420031102004,2016,215,84.0,49.0,30.0,2.0,11.0,145,128,21.0,390.69767441860466,139.53488372093022,9.30232558139535,0.5833333333333334,0.6744186046511628
420031102004,2017,215,77.0,38.0,20.0,3.0,4.0,144,123,22.0,358.13953488372096,93.02325581395348,13.953488372093023,0.4935064935064935,0.6697674418604651
420031102004,2019,215,91.0,53.0,29.0,3.0,9.0,164,155,24.0,423.25581395348837,134.88372093023256,13.953488372093023,0.5824175824175825,0.7627906976744186
420031106002,2018,226,27.0,17.0,8.0,1.0,7.0,106,103,16.0,119.46902654867256,35.39823008849557,4.424778761061947,0.6296296296296297,0.4690265486725664
420031113001,2017,111,52.0,31.0,13.0,1.0,8.0,70,57,9.0,468.4684684684685,117.11711711711712,9.00900900900901,0.5961538461538461,0.6306306306306306
420031113001,2019,111,84.0,43.0,32.0,2.0,8.0,74,61,11.0,756.7567567567568,288.2882882882883,18.01801801801802,0.5119047619047619,0.6666666666666666
420031113002,2017,183,21.0,11.0,2.0,2.0,6.0,35,34,6.0,114.75409836065573,10.92896174863388,10.92896174863388,0.5238095238095238,0.1912568306010929
420031113003,2016,169,74.0,39.0,13.0,1.0,10.0,59,47,9.0,437.8698224852071,76.92307692307692,5.9171597633136095,0.527027027027027,0.34911242603550297
420031113003,2018,169,56.0,35.0,12.0,1.0,12.0,55,50,12.0,331.3609467455621,71.00591715976331,5.9171597633136095,0.625,0.3254437869822485
420031113003,2019,169,48.0,31.0,17.0,1.0,7.0,60,52,12.0,284.02366863905326,100.59171597633136,5.9171597633136095,0.6458333333333334,0.35502958579881655
420031114001,2016,115,51.0,31.0,10.0,1.0,1.0,32,26,5.0,443.4782608695652,86.95652173913044,8.695652173913043,0.6078431372549019,0.2782608695652174
420031114001,2018,115,55.0,35.0,6.0,1.0,6.0,34,29,7.0,478.2608695652174,52.17391304347826,8.695652173913043,0.6363636363636364,0.2956521739130435
420031114002,2016,128,105.0,52.0,35.0,2.0,23.0,52,39,11.0,820.3125,273.4375,15.625,0.49523809523809526,0.40625
420031114002,2017,128,83.0,48.0,24.0,1.0,15.0,55,40,10.0,648.4375,187.5,7.8125,0.5783132530120482,0.4296875
420031203001,2016,225,167.0,102.0,37.0,1.0,25.0,135,107,28.0,742.2222222222222,164.44444444444446,4.444444444444445,0.6107784431137725,0.6
420031203001,2017,225,124.0,73.0,32.0,1.0,23.0,132,104,32.0,551.1111111111111,142.22222222222223,4.444444444444445,0.5887096774193549,0.5866666666666667
420031203001,2018,225,215.0,123.0,56.0,2.0,49.0,136,99,27.0,955.5555555555555,248.88888888888889,8.88888888888889,0.5720930232558139,0.6044444444444445
420031203001,2019,225,211.0,138.0,46.0,1.0,47.0,126,97,26.0,937.7777777777778,204.44444444444446,4.444444444444445,0.6540284360189573,0.56
420031203002,2016,202,83.0,47.0,35.0,2.0,7.0,49,35,13.0,410.8910891089109,173.26732673267327,9.900990099009901,0.5662650602409639,0.24257425742574257
420031203002,2017,202,82.0,50.0,15.0,2.0,9.0,43,29,12.0,405.94059405940595,74.25742574257426,9.900990099009901,0.6097560975609756,0.21287128712871287
420031204002,2017,174,95.0,53.0,18.0,1.0,24.0,53,43,8.0,545.9770114942529,103.44827586206897,5.747126436781609,0.5578947368421052,0.3045977011494253
420031204002,2018,174,85.0,53.0,18.0,1.0,19.0,63,46,9.0,488.5057471264368,103.44827586206897,5.747126436781609,0.6235294117647059,0.3620689655172414
420031204002,2019,174,111.0,63.0,16.0,2.0,20.0,72,62,8.0,637.9310344827586,91.95402298850574,11.494252873563218,0.5675675675675675,0.41379310344827586
420031207002,2017,278,100.0,47.0,14.0,3.0,30.0,39,30,4.0,359.71223021582733,50.35971223021583,10.79136690647482,0.47,0.14028776978417265
